Brand,Model,Year,Category,Rating,displacement_cc,power_hp,torque_nm,engine_cyl,engine_stroke,Gearbox,bore_mm,stroke_mm,fuel_cap_lts,fuel_control,cooling,trans_type,dry_weight_kg,wheelbase_mm,seat_height_mm,front_tire,rear_tire,trevors_fav
Triumph,bonneville t120 bud ekins,2020,Classic,NA,1200,80,105,Twin,Four-Stroke,6-Speed,97.6,80,14.5,Single Overhead Cams (Sohc),Air,Chain,224,1450,790,100/90-18,150/70-R17,No
Triumph,daytona moto tm 765 limited edition,2020,Sport,NA,765,128,80,In-Line Three,Four-Stroke,6-Speed,78,53.4,17.41,Double Overhead Cams/Twin Cam (Dohc),Liquid,Chain,165,1379,822,120/70-ZR17,180/55-ZR17,No
Triumph,rocket 3 gt,2020,Custom / Cruiser,3.3,2458,165,221,In-Line Three,Four-Stroke,6-Speed,110.2,85.9,18,Double Overhead Cams/Twin Cam (Dohc),Liquid,Shaft Drive,294,1677,750,150/80-R17,240/50-R16,No
Triumph,rocket 3 r,2020,Custom / Cruiser,NA,2458,165,221,In-Line Three,Four-Stroke,6-Speed,110.2,85.9,18,Double Overhead Cams/Twin Cam (Dohc),Liquid,Shaft Drive,290,1677,773,150/80-R17,240/50-R16,No
Triumph,rocket 3 tfc,2020,Custom / Cruiser,NA,2458,182,225,In-Line Three,Four-Stroke,6-Speed,110.2,85.9,18,Double Overhead Cams/Twin Cam (Dohc),Liquid,Shaft Drive,290,NA,773,150/80-R17,240/50-R16,No
Triumph,scrambler 1200 xc,2020,Classic,NA,1200,88.8,110,Twin,Four-Stroke,5-Speed,97.6,80,16,Single Overhead Cams (Sohc),Liquid,Chain,205,1530,840,90/90-21,150/70-17,No
Triumph,scrambler 1200xe,2020,Classic,3.7,1200,89,110,Twin,Four-Stroke,5-Speed,97.6,80,16,Single Overhead Cams (Sohc),Liquid,Chain,207,1570,870,90/90-21,150/70-17,No
Triumph,speed triple rs,2020,Naked Bike,3.6,1050,148,116,In-Line Three,Four-Stroke,NA,79,71.4,15.52,Double Overhead Cams/Twin Cam (Dohc),Liquid,NA,189,1445,825,120/70-17,190/55-17,No
Triumph,speed triple s,2020,Naked Bike,NA,1050,148,116,In-Line Three,Four-Stroke,NA,79,71.4,15.52,Double Overhead Cams/Twin Cam (Dohc),Liquid,NA,192,1445,825,120/70-17,190/55-17,No
Triumph,speed twin,2020,Allround,3.3,1200,96,112,Twin,Four-Stroke,6-Speed,97.6,80,14.5,Single Overhead Cams (Sohc),Liquid,Chain,196,1430,807,120/70-17,160/60-17,No
Triumph,street scrambler,2020,Naked Bike,NA,900,64.1,80,Twin,Four-Stroke,5-Speed,84.6,80,12,Single Overhead Cams (Sohc),Liquid,Chain,203,1445,790,100/90-19,150/70-R17,No
Triumph,street triple r lrh,2020,Naked Bike,NA,765,116,77,In-Line Three,Four-Stroke,6-Speed,78,53.4,17.4,Double Overhead Cams/Twin Cam (Dohc),Liquid,Chain,166,1410,825,120/70-ZR17,180/55-ZR17,Yes
Triumph,street triple rs,2020,Naked Bike,3.4,765,123,79,In-Line Three,Four-Stroke,6-Speed,78,53.4,17.4,Double Overhead Cams/Twin Cam (Dohc),Liquid,Chain,166,1405,825,120/70-ZR17,180/55-ZR17,Yes
Triumph,street triple s,2020,Naked Bike,3.8,760,53.2,61,In-Line Three,Four-Stroke,6-Speed,78,48.5,17.4,Double Overhead Cams/Twin Cam (Dohc),Liquid,Chain,168,1410,810,120/70-ZR17,180/55-ZR17,Yes
Triumph,street triple s a2 licence,2020,Naked Bike,NA,660,46.9,60,In-Line Three,Four-Stroke,6-Speed,76,48.5,17.4,Double Overhead Cams/Twin Cam (Dohc),Liquid,Chain,168,1410,810,120/70-ZR17,180/55-ZR17,Yes
Triumph,thruxton 1200,2020,Allround,NA,1200,97,112,Twin,Four-Stroke,6-Speed,97.6,80,14.5,Double Overhead Cams/Twin Cam (Dohc),Air,Chain,206,1415,810,120/70-ZR17,160/60-ZR17,No
Triumph,thruxton 1200 r,2020,Classic,NA,1200,97,112,Twin,Four-Stroke,6-Speed,97.6,80,14.5,Single Overhead Cams (Sohc),Air,Chain,206,1415,810,120/70-ZR17,160/60-ZR17,No
Triumph,thruxton 1200rs,2020,Classic,NA,1200,103,112,Twin,Four-Stroke,6-Speed,97.6,80,14.5,Single Overhead Cams (Sohc),Liquid,Chain,203,1415,810,120/70-ZR17,160/60-ZR17,No
Triumph,thruxton tfc,2020,Classic,NA,1200,109,115,Twin,Four-Stroke,6-Speed,97.6,80,14.5,Single Overhead Cams (Sohc),Liquid,Chain,195,NA,815,120/70-ZR17,160/60-ZR17,No
Triumph,tiger 1200 alpine edition,2020,Allround,3.6,1215,139,122,In-Line Three,Four-Stroke,6-Speed,85,71.4,20,Double Overhead Cams/Twin Cam (Dohc),Liquid,Shaft Drive,242,1520,835,120/70-R19,170/60-R17,No
Triumph,tiger 1200 desert edition,2020,Allround,3.5,1215,139,122,In-Line Three,Four-Stroke,6-Speed,85,71.4,20,Double Overhead Cams/Twin Cam (Dohc),Liquid,Shaft Drive,246,1520,835,120/70-R19,170/60-R17,No
Triumph,tiger 1200 xca,2020,Allround,NA,1215,141,122,In-Line Three,Four-Stroke,6-Speed,85,71.4,20,Double Overhead Cams/Twin Cam (Dohc),Liquid,Shaft Drive,248,1520,855,120/70-R19,170/60-R17,No
Triumph,tiger 1200 xcx,2020,Allround,NA,1215,141,122,In-Line Three,Four-Stroke,6-Speed,85,71.4,20,Double Overhead Cams/Twin Cam (Dohc),Liquid,Shaft Drive,248,1520,835,120/70-R19,170/60-R17,No
Triumph,tiger 1200 xr,2020,Allround,NA,1215,141,122,In-Line Three,Four-Stroke,6-Speed,85,71.4,20,Double Overhead Cams/Twin Cam (Dohc),Liquid,Shaft Drive,242,1520,835,120/70-R19,170/60-R17,No
Triumph,tiger 1200 xrt,2020,Allround,3.3,1215,139,122,In-Line Three,Four-Stroke,6-Speed,85,71.4,20,Double Overhead Cams/Twin Cam (Dohc),Liquid,Shaft Drive,243,1520,835,120/70-R19,170/60-R17,No
Triumph,tiger 1200 xrx,2020,Allround,NA,1215,139,122,In-Line Three,Four-Stroke,6-Speed,85,71.4,20,Double Overhead Cams/Twin Cam (Dohc),Liquid,Shaft Drive,244,1520,810,120/70-R19,170/60-R17,No
Triumph,tiger 1200 xrx explorer,2020,Allround,NA,1215,139,123,In-Line Three,Four-Stroke,6-Speed,85,71.4,20,Double Overhead Cams/Twin Cam (Dohc),Liquid,Shaft Drive,246,1520,837,120/70-R19,170/60-R17,No
Triumph,tiger 1200 xrx low,2020,Allround,NA,1215,141,122,In-Line Three,Four-Stroke,6-Speed,85,71.4,20,Double Overhead Cams/Twin Cam (Dohc),Liquid,Shaft Drive,244,1520,785,120/70-R19,170/60-R17,No
Triumph,tiger 800 xca,2020,Super Motard,3.8,800,95,79,In-Line Three,Four-Stroke,6-Speed,74.1,61.9,19,Double Overhead Cams/Twin Cam (Dohc),Liquid,Chain,208,1545,840,90/90-21,150/70-R17,No
Triumph,tiger 800 xcx,2020,Super Motard,NA,800,95,79,In-Line Three,Four-Stroke,6-Speed,74.1,61.9,19,Double Overhead Cams/Twin Cam (Dohc),Liquid,Chain,205,1545,760,90/90-19,150/70-R17,No
Triumph,tiger 800 xr,2020,Super Motard,NA,800,93.9,79,In-Line Three,Four-Stroke,6-Speed,74.1,61.9,19,Double Overhead Cams/Twin Cam (Dohc),Liquid,Chain,199,1530,810,100/90-19,150/70-R17,No
Triumph,tiger 800 xrt,2020,Super Motard,NA,800,95,79,In-Line Three,Four-Stroke,6-Speed,74,61.9,19,Double Overhead Cams/Twin Cam (Dohc),Liquid,Chain,202,1530,810,100/90-19,150/70-17,No
Triumph,tiger 800 xrx,2020,Super Motard,NA,800,95,79,In-Line Three,Four-Stroke,6-Speed,74.1,61.9,19,Double Overhead Cams/Twin Cam (Dohc),Liquid,Chain,200,1530,810,100/90-19,150/70-R17,No
Triumph,tiger 800 xrx low,2020,Super Motard,NA,800,95,79,In-Line Three,Four-Stroke,6-Speed,74.1,61.9,19,Double Overhead Cams/Twin Cam (Dohc),Liquid,Chain,199,1530,760,100/90-19,150/70-R17,No
Triumph,tiger 900 gt,2020,Enduro / Offroad,NA,888,93.9,87,In-Line Three,Four-Stroke,6-Speed,78,61.9,20,Double Overhead Cams/Twin Cam (Dohc),Liquid,Chain,192,1556,810,100/90-19,150/70-R17,No
Triumph,tiger 900 gt low,2020,Enduro / Offroad,NA,888,93.9,87,In-Line Three,Four-Stroke,6-Speed,78,61.9,20,Double Overhead Cams/Twin Cam (Dohc),Liquid,Chain,192,1556,810,100/90-19,150/70-R17,No
Triumph,tiger 900 gt pro,2020,Enduro / Offroad,3.4,888,93.9,87,In-Line Three,Four-Stroke,6-Speed,78,61.9,20,Double Overhead Cams/Twin Cam (Dohc),Liquid,Chain,198,1556,810,100/90-19,150/70-R17,No
Triumph,tiger 900 rally,2020,Enduro / Offroad,NA,888,93.9,87,In-Line Three,Four-Stroke,6-Speed,78,61.9,20,Double Overhead Cams/Twin Cam (Dohc),Liquid,Chain,196,1551,850,90/90-21,150/70-R17,No
Triumph,tiger 900 rally pro,2020,Enduro / Offroad,3.8,888,93.9,87,In-Line Three,Four-Stroke,6-Speed,78,61.9,20,Double Overhead Cams/Twin Cam (Dohc),Liquid,Chain,201,1551,850,90/90-21,150/70-R17,No
Triumph,tiger sport,2020,Allround,3.5,1050,124,106,In-Line Three,Four-Stroke,6-Speed,79,71.4,20,Double Overhead Cams/Twin Cam (Dohc),Liquid,Chain,218,1540,830,120/70-ZR17,180/55-ZR17,No
Yamaha,135 lc super sport,2020,Scooter,NA,134,12,11.8,Single Cylinder,Four-Stroke,6-Speed,54,58.7,4,NA,Air,NA,NA,1240,775,70/90-17,80/90-17,No
Yamaha,ag125,2020,Enduro / Offroad,2.8,124,NA,NA,Single Cylinder,Four-Stroke,NA,54,54,11,NA,Air,Chain,NA,1350,800,2.75-19,3.50-18,No
Yamaha,ag200f,2020,Enduro / Offroad,NA,196,NA,NA,Single Cylinder,Four-Stroke,NA,67,55.7,10,Single Overhead Cams (Sohc),Air,Chain,NA,1345,830,80/100-21,4.10-18,No
Yamaha,bolt,2020,Custom / Cruiser,2.7,942,NA,NA,V2,Four-Stroke,5-Speed,85,83,12.87,Single Overhead Cams (Sohc),Air,Belt,NA,1570,691,100/90-M19,150/80-M16,No
Yamaha,bolt c-spec,2020,Custom / Cruiser,NA,942,NA,NA,V2,Four-Stroke,5-Speed,85,83,12,Single Overhead Cams (Sohc),Air,Belt,NA,1570,765,100/90-19,150/80-16,No
Yamaha,bolt r-spec,2020,Custom / Cruiser,NA,942,NA,80.4,V2,Four-Stroke,5-Speed,85,83,13,Single Overhead Cams (Sohc),Air,Belt,NA,1570,690,100/90-19,150/80-16,No
Yamaha,bws 125,2020,Scooter,3.2,125,NA,10,Single Cylinder,Four-Stroke,Automatic,52.4,57.9,6.5,Single Overhead Cams (Sohc),Air,Belt,NA,1305,780,120/70-12,130/70-12,No
Yamaha,crypton s,2020,Scooter,3,110,6.8,7.9,Single Cylinder,Four-Stroke,4-Speed,51,54,4.2,NA,Liquid,Chain,NA,1200,770,70/90-(17,80/90-(17,No
Yamaha,delight,2020,Scooter,2.8,125,8.3,9.8,Single Cylinder,Four-Stroke,Automatic,52,57.9,5.5,Single Overhead Cams (Sohc),Air,Belt,NA,1250,800,90/90-12,100/90-10,No
Yamaha,e01 genesis,2020,Prototype / Concept Model,NA,NA,14,NA,Electric,Electric,NA,NA,NA,NA,NA,Air,NA,NA,NA,NA,NA,NA,No
Yamaha,e02 genesis,2020,Prototype / Concept Model,NA,NA,7,NA,Electric,Electric,Automatic,NA,NA,NA,NA,Air,NA,NA,NA,NA,NA,NA,No
Yamaha,eco avantiz,2020,Scooter,NA,124,9.4,7,Single Cylinder,Four-Stroke,6-Speed,52.4,57.9,4.2,NA,Air,Belt,NA,NA,773,70/90-14,90/80-14,No
Yamaha,eco solariz,2020,Scooter,NA,125,9.4,9.6,Single Cylinder,Four-Stroke,6-Speed,50,57.9,4.2,Single Overhead Cams (Sohc),Air,Belt,NA,NA,750,70/90-14,80/90-14,No
Yamaha,evino,2020,Scooter,NA,NA,1.6,NA,Electric,Electric,NA,NA,NA,NA,NA,Air,NA,68,NA,NA,NA,NA,No
Yamaha,fascino,2020,Scooter,NA,113,9.5,8.1,Single Cylinder,Four-Stroke,Automatic,50,57.8,5.2,Single Overhead Cams (Sohc),Air,Belt,103,1270,775,90/100-10,90/100-10,No
Yamaha,fascino 125fl,2020,Scooter,NA,125,8.1,9.7,Single Cylinder,Four-Stroke,Automatic,52,57.9,5.2,Single Overhead Cams (Sohc),Air,Belt,NA,1280,780,90/100-10,90/100-10,No
Yamaha,fjr1300a,2020,Sport Touring,3.5,1298,146,138,In-Line Four,Four-Stroke,6-Speed,79,66.2,24.98,Double Overhead Cams/Twin Cam (Dohc),Liquid,Shaft Drive,NA,1544,805,120/70-ZR17,180/55-ZR17,No
Yamaha,fjr1300ae,2020,Sport Touring,NA,1298,144,138,In-Line Four,Four-Stroke,6-Speed,79,66.2,25,Double Overhead Cams/Twin Cam (Dohc),Liquid,Shaft Drive,NA,1545,805,120/70-ZR17,180/55-ZR17,No
Yamaha,fjr1300ae ultimate edition,2020,Sport Touring,NA,1298,144,138,In-Line Four,Four-Stroke,6-Speed,79,66.2,25,Double Overhead Cams/Twin Cam (Dohc),Liquid,Shaft Drive,NA,1545,805,120/70-ZR17,180/55-ZR17,No
Yamaha,fjr1300as,2020,Sport Touring,NA,1298,146,138,In-Line Four,Four-Stroke,6-Speed,79,66.2,24.98,Double Overhead Cams/Twin Cam (Dohc),Liquid,Shaft Drive,NA,1544,805,120/70-ZR17,180/55-ZR17,No
Yamaha,fjr1300es,2020,Sport Touring,NA,1298,146,138,In-Line Four,Four-Stroke,6-Speed,79,66.2,25,Double Overhead Cams/Twin Cam (Dohc),Liquid,Shaft Drive,NA,1544,805,120/70-ZR17,180/55-ZR17,No
Yamaha,fz 25,2020,Naked Bike,NA,249,20.9,20,Single Cylinder,Four-Stroke,5-Speed,74,58,14,Single Overhead Cams (Sohc),Air,Chain,NA,1360,795,100/80-17,140/70-17,No
Yamaha,fz fi,2020,Naked Bike,NA,149,12.2,13.6,Single Cylinder,Four-Stroke,5-Speed,57.3,57.9,13,Single Overhead Cams (Sohc),Air,Chain,NA,1330,790,80/100-17,140/60-17,No
Yamaha,fz-s fi,2020,Naked Bike,NA,149,13.2,12.8,Single Cylinder,Four-Stroke,5-Speed,57.3,57.9,12,Single Overhead Cams (Sohc),Air,Chain,NA,1330,790,100/80-17,140/60-17,No
Yamaha,grizzly eps,2020,Atv,NA,686,NA,NA,Single Cylinder,Four-Stroke,Automatic,102,84,18,Single Overhead Cams (Sohc),Liquid,Shaft Drive,NA,1250,918,26/8-12,26/10-12,No
Yamaha,grizzly eps le,2020,Atv,NA,686,NA,NA,Single Cylinder,Four-Stroke,Automatic,102,84,18,Single Overhead Cams (Sohc),Liquid,Shaft Drive,NA,1250,930,26/8-12,26/10-12,No
Yamaha,grizzly eps se,2020,Atv,NA,686,NA,NA,Single Cylinder,Four-Stroke,Automatic,102,84,18,Single Overhead Cams (Sohc),Liquid,Shaft Drive,NA,1250,930,27/10-14,27/10-14,No
Yamaha,kodiak 450,2020,Atv,NA,421,NA,NA,Single Cylinder,Four-Stroke,Automatic,84,75,14,Single Overhead Cams (Sohc),Liquid,Shaft Drive,NA,1240,855,25/8-12,25/10-12,No
Yamaha,kodiak 450 eps,2020,Atv,NA,421,NA,NA,Single Cylinder,Four-Stroke,Automatic,84.5,75,14,Single Overhead Cams (Sohc),Liquid,Shaft Drive,NA,1240,855,25/8-12,25/10-12,No
Yamaha,kodiak 450 eps dl,2020,Atv,NA,421,NA,NA,Single Cylinder,Four-Stroke,Automatic,84.5,75,14,Single Overhead Cams (Sohc),Liquid,Shaft Drive,NA,1240,855,25/8-12,25/10-12,No
Yamaha,kodiak 450 eps se,2020,Atv,NA,421,NA,NA,Single Cylinder,Four-Stroke,Automatic,84.5,75,15.14,Single Overhead Cams (Sohc),Liquid,Shaft Drive,NA,1240,855,25/8-12,25/10-12,No
Yamaha,kodiak 700,2020,Atv,NA,686,NA,NA,Single Cylinder,Four-Stroke,Automatic,102,84,18.02,Single Overhead Cams (Sohc),Liquid,Shaft Drive,NA,1250,860,25/8-12,25/10-12,No
Yamaha,kodiak 700 eps,2020,Atv,NA,686,NA,NA,Single Cylinder,Four-Stroke,Automatic,102,84,18,Single Overhead Cams (Sohc),Liquid,Shaft Drive,NA,1250,860,25/8-12,25/10-12,No
Yamaha,kodiak 700 eps alu,2020,Atv,NA,686,NA,NA,Single Cylinder,Four-Stroke,Automatic,102,84,18,Single Overhead Cams (Sohc),Liquid,Shaft Drive,NA,1250,860,25/8-12,25/10-12,No
Yamaha,kodiak 700 eps se,2020,Atv,NA,686,NA,NA,Single Cylinder,Four-Stroke,Automatic,102,84,18,Single Overhead Cams (Sohc),Liquid,Shaft Drive,NA,1250,860,25/8-12,25/10-12,No
Yamaha,lagenda,2020,Scooter,NA,113.7,9.9,9.9,Single Cylinder,Four-Stroke,6-Speed,50,57.9,4.05,Single Overhead Cams (Sohc),Air,Chain,NA,1240,NA,70/90-17,80/90-17,No
Yamaha,monster energy   motogp edition yzf-r3,2020,Sport,NA,321,NA,29.6,Twin,Four-Stroke,6-Speed,68,44.1,14,Double Overhead Cams/Twin Cam (Dohc),Liquid,Chain,NA,1380,780,110/70-17,140/70-17,No
Yamaha,mt-03,2020,Sport,2.9,321,42,29.6,Twin,Four-Stroke,6-Speed,68,44.1,14,Double Overhead Cams/Twin Cam (Dohc),NA,Chain,NA,1380,780,110/70-17M,140/70-17M,No
Yamaha,mt-07,2020,Sport,3.3,689,74,68,Twin,Four-Stroke,6-Speed,80,68.6,14,Double Overhead Cams/Twin Cam (Dohc),Liquid,Chain,NA,1400,805,120/70-ZR17,180/55-ZR17,No
Yamaha,mt-07ho,2020,Sport,NA,689,74,68,Twin,Four-Stroke,6-Speed,80,68.6,14,Double Overhead Cams/Twin Cam (Dohc),Liquid,Chain,NA,1400,805,120/70-ZR17,180/55-ZR17,No
Yamaha,mt-07la,2020,Naked Bike,NA,655,NA,NA,Twin,Four-Stroke,6-Speed,78,68.6,14,Double Overhead Cams/Twin Cam (Dohc),Liquid,Chain,NA,1400,805,120/70-ZR17,180/55-ZR17,No
Yamaha,mt-10,2020,Naked Bike,NA,998,160,111,In-Line Four,Four-Stroke,6-Speed,79,50.9,17,Double Overhead Cams/Twin Cam (Dohc),Liquid,Chain,NA,1400,815,120/70-ZR17,190/55-ZR17,No
Yamaha,mt-10 sp,2020,Naked Bike,3.5,998,158,111,In-Line Four,Four-Stroke,6-Speed,79,50.9,17,Double Overhead Cams/Twin Cam (Dohc),Liquid,Chain,NA,1440,825,120/70-ZR17,190/55-ZR17,No
Yamaha,mt-10 tourer edition,2020,Naked Bike,NA,998,158,111,In-Line Four,Four-Stroke,6-Speed,79,50.9,17,Double Overhead Cams/Twin Cam (Dohc),Liquid,Chain,NA,1400,815,120/70-ZR17,190/55-ZR17,No
Yamaha,mt-15,2020,Naked Bike,NA,155,15,14.7,Single Cylinder,Four-Stroke,6-Speed,58,58.7,10,Single Overhead Cams (Sohc),Liquid,Chain,NA,1355,810,100/80-M17,140/70-M17,No
Yamaha,mt07tr,2020,Sport Touring,NA,689,73.8,67,Twin,Four-Stroke,6-Speed,80,68.6,17,Double Overhead Cams/Twin Cam (Dohc),Liquid,Chain,NA,1460,835,120/70-R17,180/55-R17,No
Yamaha,mt09tr,2020,Super Motard,NA,847,115,87.5,In-Line Three,Four-Stroke,6-Speed,78,59.1,18.17,Double Overhead Cams/Twin Cam (Dohc),Liquid,Chain,NA,1501,850,120/70-ZR17,180/55-ZR17,No
Yamaha,mt09tr gt,2020,Super Motard,NA,847,115,87.5,In-Line Three,Four-Stroke,6-Speed,78,59.1,18.17,Double Overhead Cams/Twin Cam (Dohc),Liquid,Chain,NA,1501,850,120/70-ZR17,180/55-ZR17,No
Yamaha,mt125,2020,Naked Bike,NA,124.7,15,11.5,Single Cylinder,Four-Stroke,6-Speed,52,58.6,10,Single Overhead Cams (Sohc),Liquid,Chain,NA,1355,810,100/80-M17,140/70-M17,No
Yamaha,niken gt,2020,Naked Bike,NA,847,115,87.5,In-Line Three,Four-Stroke,6-Speed,78,59,18.17,Double Overhead Cams/Twin Cam (Dohc),Liquid,Chain,NA,1510,835,120/70-R15,190/55-R17,No
Yamaha,nmax 125,2020,Scooter,NA,125,12.1,11.7,Single Cylinder,Four-Stroke,Automatic,52,58.7,6.6,Single Overhead Cams (Sohc),Liquid,Belt,NA,1350,765,110/70-13,130/70-13,No
Yamaha,nvx,2020,Scooter,NA,155,14.8,13.8,Single Cylinder,Four-Stroke,6-Speed,58,58.7,4.6,Single Overhead Cams (Sohc),Liquid,Belt,NA,1350,791,110/80-14,140/70-14,No
Yamaha,pw50,2020,"Minibike, Cross",NA,49,NA,NA,Single Cylinder,Two-Stroke,Automatic,40,39.2,2.01,NA,Air,Shaft Drive,NA,856,475,2.50-10,2.50-10,No
Yamaha,r1m,2020,Sport,NA,998,189,113,In-Line Four,Four-Stroke,NA,79,50.9,17,Double Overhead Cams/Twin Cam (Dohc),NA,Chain,NA,1405,860,120/70-ZR17M/C,200/55-ZR17/C,No
Yamaha,raptor 700r,2020,Atv,NA,686,NA,NA,Single Cylinder,Four-Stroke,NA,102,84,11,Single Overhead Cams (Sohc),NA,NA,NA,1280,830,22/7-10,20/10-19,No
Yamaha,raptor 700r se,2020,Atv,NA,686,NA,NA,Single Cylinder,Four-Stroke,NA,102,84,11,Single Overhead Cams (Sohc),NA,NA,NA,1280,830,22/7-10,20/10-19,No
Yamaha,raptor 90,2020,Atv,NA,89.9,NA,NA,Single Cylinder,Four-Stroke,NA,47,51.8,6.6,Single Overhead Cams (Sohc),Air,NA,NA,NA,750,18/7-8,18/9-8,No
Yamaha,ray z,2020,Scooter,NA,113,7.2,8.1,Single Cylinder,Four-Stroke,Automatic,50,57.8,5,Single Overhead Cams (Sohc),Air,Belt,104,1270,760,90/100-10,90/100-10,No
Yamaha,saluto 125,2020,Allround,NA,125,8.2,10.1,Single Cylinder,Four-Stroke,4-Speed,52.4,57.9,7.6,Single Overhead Cams (Sohc),Air,Chain,112,1265,805,80/100-18,80/100-18,No
Yamaha,saluto rx,2020,Sport,NA,110,7.4,8.5,Single Cylinder,Four-Stroke,NA,NA,NA,7.2,Single Overhead Cams (Sohc),Air,NA,NA,1255,785,2.75-17,3-17,No
Yamaha,scr 950,2020,Allround,3.5,942,53.6,79.5,V2,Four-Stroke,5-Speed,85,83,13,Single Overhead Cams (Sohc),NA,Belt,NA,1575,830,100/90-M19,140/80-R17,No
Yamaha,smax,2020,Scooter,NA,155,NA,NA,Single Cylinder,Four-Stroke,Automatic,58,58.7,7.57,Single Overhead Cams (Sohc),Liquid,Belt,NA,1405,795,120/70-13,130/70-13,No
Yamaha,star venture,2020,Touring,NA,1854,NA,NA,V2,Four-Stroke,6-Speed,100,118,24.98,Overhead Valves (Ohv),Liquid,Belt,434.1,1717,696,130/70-R18,200/55-R16,No
Yamaha,star venture tc,2020,Touring,NA,1854,NA,170,V2,Four-Stroke,6-Speed,100,118,NA,Overhead Valves (Ohv),Air,Belt,437,1710,695,130/70-R18,200/55-R16,No
Yamaha,super tenere 1200ze,2020,Touring,3.7,1199,112,117,Twin,Four-Stroke,6-Speed,98,79.5,23,Double Overhead Cams/Twin Cam (Dohc),Liquid,Shaft Drive,NA,1540,845,110/80-R19,150/70-R17,Yes
Yamaha,super tenere 1200ze raid edition,2020,Super Motard,NA,1199,112,117,Twin,Four-Stroke,6-Speed,98,79.5,23,Double Overhead Cams/Twin Cam (Dohc),Liquid,Shaft Drive,NA,1539,846,110/80-R19,150/70-R17,Yes
Yamaha,super tenere es,2020,Super Motard,NA,1199,112,117,Twin,Four-Stroke,6-Speed,98,79.5,22.71,Double Overhead Cams/Twin Cam (Dohc),Liquid,Shaft Drive,NA,1539,846,110/80-R19,150/70-R17,Yes
Yamaha,sz,2020,Allround,NA,149.3,12.1,12.8,Single Cylinder,Four-Stroke,5-Speed,57.3,57.9,14,Single Overhead Cams (Sohc),Air,Chain,NA,1320,800,2.75-18,100/90-17,No
Yamaha,sz-rr version 2,2020,Allround,3,149,12.1,12.8,Single Cylinder,Four-Stroke,5-Speed,NA,NA,14,Single Overhead Cams (Sohc),Liquid,Chain,134,1320,800,2.75-17,100/90-17,No
Yamaha,tenere 700,2020,Sport Touring,3.7,689,73.8,68,Twin,Four-Stroke,6-Speed,80,68.6,15.9,Double Overhead Cams/Twin Cam (Dohc),Liquid,Chain,NA,1590,874,90/90-R21,150/70-R18,Yes
Yamaha,tmax 560,2020,Scooter,3.6,562,46.9,55.7,Twin,Four-Stroke,Automatic,70,73,15,Double Overhead Cams/Twin Cam (Dohc),Liquid,Belt,NA,1575,800,120/70-R15,160/60-R15,No
Yamaha,tracer 900,2020,Super Motard,3.3,847,115,87.2,In-Line Three,Four-Stroke,6-Speed,78,59,18,Double Overhead Cams/Twin Cam (Dohc),Liquid,Chain,NA,1501,850,120/70-ZR17,180/55-ZR17,No
Yamaha,tracer 900 gt,2020,Super Motard,3.5,847,115,87.5,In-Line Three,Four-Stroke,6-Speed,78,59.1,18.17,Double Overhead Cams/Twin Cam (Dohc),Liquid,Chain,NA,1501,NA,120/70-ZR17,180/55-ZR17,No
Yamaha,tricity 125,2020,Scooter,NA,125,12.1,11.7,Single Cylinder,Four-Stroke,Automatic,52,58.7,7.2,Single Overhead Cams (Sohc),Liquid,Belt,NA,1350,780,90/80-14,130/70-13,No
Yamaha,tricity 155,2020,Scooter,NA,155,14.9,14.4,Single Cylinder,Four-Stroke,Automatic,58,58.7,7.2,Single Overhead Cams (Sohc),Liquid,Belt,NA,1350,780,90/80-14,130/70-13,No
Yamaha,tricity 300,2020,Scooter,3.4,292,27.6,29,Single Cylinder,Four-Stroke,Automatic,NA,NA,13,Single Overhead Cams (Sohc),Liquid,Belt,NA,1595,795,90/80-14,140/70-14,No
Yamaha,tt-r110e,2020,Enduro / Offroad,NA,110,NA,NA,Single Cylinder,Four-Stroke,4-Speed,51,54,3.79,Single Overhead Cams (Sohc),Air,Chain,NA,1080,671,2.50-14,3.00-12,No
Yamaha,tt-r125le,2020,Enduro / Offroad,NA,124,NA,NA,Single Cylinder,Four-Stroke,5-Speed,54,54,6.06,Single Overhead Cams (Sohc),Air,Chain,NA,1270,805,70/100-19,90/100-16,No
Yamaha,tt-r230,2020,Enduro / Offroad,NA,223,NA,18.6,Single Cylinder,Four-Stroke,6-Speed,70,58,8,Single Overhead Cams (Sohc),Air,Chain,NA,1384,871,80/100-21,100/100-18,No
Yamaha,tt-r50e,2020,Enduro / Offroad,NA,49,NA,NA,Single Cylinder,Four-Stroke,3-Speed,36,48.6,3.1,Single Overhead Cams (Sohc),Air,Chain,NA,925,556,2.50-10,2.50-10,No
Yamaha,tw200,2020,Enduro / Offroad,NA,196,NA,NA,Single Cylinder,Four-Stroke,5-Speed,67,55.7,6.81,Single Overhead Cams (Sohc),Air,Chain,NA,1326,790,130/80-18,180/80-14,No
Yamaha,tw200e,2020,Enduro / Offroad,NA,196,NA,13.6,Single Cylinder,Four-Stroke,5-Speed,67,55.7,7,Single Overhead Cams (Sohc),Air,Chain,NA,1325,790,130/80-18,180/80-14,No
Yamaha,ty-e,2020,Trial,NA,NA,NA,NA,Electric,Electric,NA,NA,NA,NA,NA,Air,Chain,70,NA,NA,NA,NA,No
