Brand,Model,Year,Category,Rating,displacement_cc,power_hp,torque_nm,engine_cyl,engine_stroke,Gearbox,bore_mm,stroke_mm,fuel_cap_lts,fuel_control,cooling,trans_type,dry_weight_kg,wheelbase_mm,seat_height_mm,front_tire,rear_tire,trevors_fav
Ktm,1290 super duke gt,2020,Naked Bike,3.7,1301,173,141,V2,Four-Stroke,6-Speed,108,71,23,Double Overhead Cams/Twin Cam (Dohc),Liquid,Chain,209,1482,835,NA,NA,No
Ktm,1290 super duke r,2020,Naked Bike,3.4,1301,177,140,V2,Four-Stroke,6-Speed,108,71,16,Double Overhead Cams/Twin Cam (Dohc),Liquid,Chain,189,1482,835,120/70-17,200/55-17,No
Ktm,150 exc tpi,2020,Enduro / Offroad,NA,143.7,NA,NA,Single Cylinder,Two-Stroke,6-Speed,58,54.5,9,NA,Liquid,Chain,96.8,1471,960,NA,NA,No
Ktm,150 sx,2020,Cross / Motocross,NA,144,NA,NA,Single Cylinder,Two-Stroke,6-Speed,58,54.5,7,NA,Liquid,Chain,87.5,1485,950,NA,NA,No
Ktm,250 exc tpi six days,2020,Enduro / Offroad,3.5,249,NA,NA,Single Cylinder,Two-Stroke,6-Speed,66.4,72,9,NA,Liquid,Chain,103.9,1482,960,NA,NA,No
Ktm,250 exc-f six days,2020,Enduro / Offroad,NA,249.9,NA,NA,Single Cylinder,Four-Stroke,6-Speed,78,52.3,9,Double Overhead Cams/Twin Cam (Dohc),Liquid,Chain,103.5,NA,960,NA,NA,No
Ktm,250 sx,2020,Cross / Motocross,NA,249,NA,NA,Single Cylinder,Two-Stroke,5-Speed,66.4,72,7.5,NA,Liquid,Chain,95.5,1495,950,80/100-21,110/90-19,No
Ktm,250 sxf prado,2020,Cross / Motocross,NA,249.9,NA,NA,Single Cylinder,Four-Stroke,5-Speed,78,52.3,7,NA,Liquid,Chain,99,1495,950,80/100-21,110/90-19,No
Ktm,300 exc tpi,2020,Enduro / Offroad,3.2,293.2,NA,NA,Single Cylinder,Two-Stroke,6-Speed,72,72,9,Single Overhead Cams (Sohc),Liquid,Chain,103.4,1482,960,NA,NA,No
Ktm,300 exc tpi erzbergrodeo,2020,Enduro / Offroad,NA,293.2,NA,NA,Single Cylinder,Two-Stroke,6-Speed,72,72,9,Single Overhead Cams (Sohc),Liquid,Chain,103.9,1482,960,NA,NA,No
Ktm,300 exc tpi six days,2020,Enduro / Offroad,NA,293.2,NA,NA,Single Cylinder,Two-Stroke,6-Speed,72,72,9,NA,Liquid,Chain,103.9,1482,960,NA,NA,No
Ktm,350 exc-f,2020,Enduro / Offroad,3.8,349.7,NA,NA,Single Cylinder,Four-Stroke,6-Speed,88,57.5,9.2,NA,Liquid,Chain,103.8,1482,960,NA,NA,No
Ktm,350 exc-f six days,2020,Enduro / Offroad,NA,349.7,45,NA,Single Cylinder,Four-Stroke,6-Speed,88,57.5,9,Double Overhead Cams/Twin Cam (Dohc),Liquid,Chain,104.3,1482,960,NA,NA,No
Ktm,390 adventure,2020,Enduro / Offroad,3.6,373.2,44,37,Single Cylinder,Four-Stroke,6-Speed,89,60,14.5,Double Overhead Cams/Twin Cam (Dohc),Liquid,Chain,148,1357,855,110/90-17,150/60-17,Yes
Ktm,390 duke,2020,Naked Bike,3.4,373,44,37,Single Cylinder,Four-Stroke,6-Speed,89,60,13.4,Double Overhead Cams/Twin Cam (Dohc),Liquid,Chain,149,1357,830,110/90-17,150/60-17,No
Ktm,450 exc-f,2020,Enduro / Offroad,3.6,449.3,NA,NA,Single Cylinder,Four-Stroke,6-Speed,95,63.4,9.2,Single Overhead Cams (Sohc),Liquid,Chain,105.5,1482,960,NA,NA,No
Ktm,450 exc-f six days,2020,Enduro / Offroad,3.7,449.9,NA,NA,Single Cylinder,Four-Stroke,NA,95,63.4,9,NA,Liquid,Chain,106,NA,960,NA,NA,No
Ktm,450 rally replica,2020,Enduro / Offroad,NA,449.3,NA,NA,Single Cylinder,Four-Stroke,6-Speed,95,63.4,8.5,Single Overhead Cams (Sohc),Liquid,Chain,139,1482,960,NA,NA,No
Ktm,450 sx-f,2020,Cross / Motocross,NA,449.3,63,NA,Single Cylinder,Four-Stroke,4-Speed,95,63.4,7,Single Overhead Cams (Sohc),Liquid,Chain,100,1485,950,NA,NA,No
Ktm,450 sx-f cairoli,2020,Cross / Motocross,NA,449.3,63,NA,Single Cylinder,Four-Stroke,4-Speed,95,63.4,7,Single Overhead Cams (Sohc),Liquid,Chain,100,1485,950,NA,NA,No
Ktm,500 exc-f,2020,Enduro / Offroad,3.5,510.9,NA,NA,Single Cylinder,Four-Stroke,6-Speed,95,72,9.2,Double Overhead Cams/Twin Cam (Dohc),Liquid,Chain,105.6,1482,960,NA,NA,No
Ktm,500 exc-f six days,2020,Enduro / Offroad,NA,510.9,NA,NA,Single Cylinder,Four-Stroke,6-Speed,95,72,9,Double Overhead Cams/Twin Cam (Dohc),Liquid,Chain,106,1482,960,NA,NA,No
Ktm,690 enduro r,2020,Enduro / Offroad,3.6,693,73.8,73.5,Single Cylinder,Four-Stroke,6-Speed,105,80,13.5,NA,Liquid,Chain,146,1504,910,NA,NA,No
Ktm,690 smc r,2020,Super Motard,3.3,693,73.8,73.5,Single Cylinder,Four-Stroke,6-Speed,105,80,13.5,Overhead Cams (Ohc),Liquid,Chain,147,1480,890,NA,NA,No
Ktm,790 adventure,2020,Allround,3.7,799,93.9,88,Twin,Four-Stroke,6-Speed,88,65.7,20,Double Overhead Cams/Twin Cam (Dohc),Liquid,Chain,189,1475,850,NA,NA,Yes
Ktm,790 adventure r,2020,Allround,3.5,799,93.9,88,Twin,Four-Stroke,6-Speed,88,65.7,20,NA,Liquid,Chain,189,NA,910,NA,NA,Yes
Ktm,790 duke,2020,Naked Bike,3.4,799,105,87,Twin,Four-Stroke,6-Speed,88,65.7,14,NA,Liquid,Chain,169,1475,825,NA,NA,No
Ktm,790 duke l,2020,Naked Bike,NA,799,93.9,86,Twin,Four-Stroke,6-Speed,88,65.7,14,NA,Liquid,Chain,169,1475,825,NA,NA,No
Ktm,85 sx 19-16,2020,Cross / Motocross,NA,84.9,NA,NA,Single Cylinder,Two-Stroke,6-Speed,47,49,5,NA,Liquid,Chain,68,1290,890,NA,NA,No
Ktm,890 duke r,2020,Naked Bike,3.8,890,119,99,Twin,Four-Stroke,6-Speed,90.7,68.8,14,NA,Liquid,Chain,166,1475,825,NA,NA,No
Ktm,freeride 250 f,2020,Enduro / Offroad,3.1,249.9,NA,NA,Single Cylinder,Four-Stroke,5-Speed,78,52.3,5.5,Double Overhead Cams/Twin Cam (Dohc),Liquid,Chain,98.5,1485,915,NA,NA,No
Ktm,rc 125,2020,Sport,NA,125,15,12,Single Cylinder,Four-Stroke,6-Speed,58,47.2,9.5,Double Overhead Cams/Twin Cam (Dohc),Liquid,Chain,139,1340,820,110/90-R17,150/70-R17,No
Ktm,rc 390,2020,Sport,3.9,373.2,44,35,Single Cylinder,Four-Stroke,6-Speed,89,60,9.5,Double Overhead Cams/Twin Cam (Dohc),Liquid,Chain,149,1340,820,95/75-R17,115/75-R17,No
Ktm,sx-e 5,2020,Sport,NA,NA,2.7,13.8,Electric,Electric,NA,NA,NA,NA,NA,Air,Chain,NA,NA,665,NA,NA,No
Moto Guzzi,audace,2020,Naked Bike,NA,1380,96,121,V2,Four-Stroke,6-Speed,104,81.2,20.5,NA,Oil & Air,Shaft Drive,NA,1695,740,130/70-18,200/60-16,No
Moto Guzzi,california 1400 touring,2020,Touring,3,1380,96,121,V2,Four-Stroke,6-Speed,104,81.2,20.5,NA,Oil & Air,Shaft Drive,326,1685,740,130/70-18,200/60-16,No
Moto Guzzi,eldorado,2020,Allround,3.6,1380,96,121,V2,Four-Stroke,6-Speed,104,81.2,20.5,NA,Oil & Air,Shaft Drive,NA,1695,740,100/90-18,130/80-17,No
Moto Guzzi,mgx-21,2020,Custom / Cruiser,NA,1380,96.6,121,V2,Four-Stroke,6-Speed,104,81.2,20.5,NA,Oil & Air,Shaft Drive,NA,1700,740,120/70-21,180/60-16,No
Moto Guzzi,v7 iii carbon,2020,Classic,NA,744,52,60,V2,Four-Stroke,5-Speed,80,74,21,Pushrods,Air,Shaft Drive,189,1445,770,100/90-18,130/80-17,No
Moto Guzzi,v7 iii limited,2020,Classic,NA,744,52,60,V2,Four-Stroke,5-Speed,80,74,21,NA,Air,Shaft Drive,NA,NA,770,100/90-18,130/80-18,No
Moto Guzzi,v7 iii racer,2020,Classic,3.6,744,52,60,V2,Four-Stroke,5-Speed,80,74,21,NA,Air,Shaft Drive,NA,1463,770,100/90-18,130/80-17,No
Moto Guzzi,v7 iii rough,2020,Classic,3.9,744,52,60,V2,Four-Stroke,5-Speed,80,74,21,Pushrods,Air,Shaft Drive,NA,1445,770,100/90-18,130/80-17,No
Moto Guzzi,v7 iii stone,2020,Classic,3.7,744,52,60,V2,Four-Stroke,5-Speed,80,74,21,NA,NA,Shaft Drive,NA,1463,770,100/90-18,130/80-17,No
Moto Guzzi,v7 iii stone night pack,2020,Classic,3.5,744,52,60,V2,Four-Stroke,5-Speed,80,74,21,NA,Air,Shaft Drive,NA,NA,770,100/90-18,130/80-17,No
Moto Guzzi,v7iii milano,2020,Classic,NA,744,52,60,V2,Four-Stroke,5-Speed,80,74,21,NA,Air,Shaft Drive,NA,NA,770,100/90-18,130/80-17,No
Moto Guzzi,v7iii special,2020,Classic,3.8,744,52,60,V2,Four-Stroke,5-Speed,80,74,21,NA,NA,Shaft Drive,NA,1463,770,100/90-18,130/80-17,No
Moto Guzzi,v7iii stone s,2020,Allround,NA,744,52,60,V2,Four-Stroke,5-Speed,80,74,21,NA,Air,Shaft Drive,NA,1463,770,100/90-18,130/80-17,No
Moto Guzzi,v85 tt travel,2020,Enduro / Offroad,3.5,853,80,80,V2,Four-Stroke,6-Speed,84,77,23,Overhead Valves (Ohv),Air,Shaft Drive,208,NA,803,110/80-19,150/70-17,No
Moto Guzzi,v9 bobber,2020,Allround,NA,853,55,62,V2,Four-Stroke,5-Speed,NA,NA,15,NA,Air,Shaft Drive,NA,1465,808,130/90-16,150/80-16,No
Moto Guzzi,v9 bobber sport,2020,Allround,NA,853,55,62,V2,Four-Stroke,5-Speed,84,77,15,NA,Air,Shaft Drive,NA,1465,808,130/90-16,150/80-16,No
Moto Guzzi,v9 roamer,2020,Classic,NA,853,55,62,V2,Four-Stroke,5-Speed,NA,NA,15,NA,Air,Shaft Drive,NA,1465,818,100/90-19,150/80-16,No
Piaggio,beverly 300 abs asr,2020,Scooter,3.3,278,20.8,22.5,Single Cylinder,Four-Stroke,Automatic,75,63,12.5,Single Overhead Cams (Sohc),Liquid,NA,173.5,1535,790,NA,NA,No
Piaggio,beverly 350 abs asr,2020,Scooter,NA,350,30.2,29,Single Cylinder,Four-Stroke,Automatic,78,69,12.5,Single Overhead Cams (Sohc),Liquid,Belt,NA,1560,790,110/70-16,150/70-14,No
Piaggio,beverly 350 s  abs asr,2020,Scooter,3.4,350,30.2,29,Single Cylinder,Four-Stroke,Automatic,78,69,12.5,Single Overhead Cams (Sohc),Liquid,Belt,NA,1560,790,110/70-16,150/70-14,No
Piaggio,beverly s 300 abs asr,2020,Scooter,NA,278,20.8,22.5,Single Cylinder,Four-Stroke,Automatic,75,63,12.5,Single Overhead Cams (Sohc),Liquid,NA,173.5,1535,790,NA,NA,No
Piaggio,liberty 150  s abs,2020,Scooter,3.4,155,12.9,13,Single Cylinder,Four-Stroke,NA,58,58.6,6,Single Overhead Cams (Sohc),Air,NA,NA,1340,790,90/80-16,100/80-14,No
Piaggio,liberty 150 abs,2020,Scooter,3.2,155,12.9,13,Single Cylinder,Four-Stroke,NA,58,58.6,6,Single Overhead Cams (Sohc),Air,NA,NA,1340,790,90/80-16,100/80-14,No
Piaggio,medley  s 150 i-get,2020,Scooter,3.6,155,16.2,15,Single Cylinder,Four-Stroke,Automatic,58,58.7,7,Single Overhead Cams (Sohc),Liquid,Belt,NA,1390,799,100/80-16,120/70-14,No
Piaggio,medley 125 i-get,2020,Scooter,NA,125,14.8,12,Single Cylinder,Four-Stroke,Automatic,52,58.7,7,Single Overhead Cams (Sohc),Liquid,Belt,NA,1390,799,110/80-16,110/80-14,No
Piaggio,medley 150 i-get,2020,Scooter,NA,155,16.2,15,Single Cylinder,Four-Stroke,NA,58,58.7,7,Single Overhead Cams (Sohc),Liquid,Belt,NA,1390,799,100/80-16,120/70-14,No
Piaggio,medley s 125i-get,2020,Scooter,NA,125,14.8,12,Single Cylinder,Four-Stroke,Automatic,52,58.7,7,Single Overhead Cams (Sohc),Liquid,Belt,NA,1390,799,110/80-16,110/80-14,No
Piaggio,mp3 300 hpe,2020,Scooter,NA,278,25.9,26,Single Cylinder,Four-Stroke,NA,75,63,NA,Single Overhead Cams (Sohc),Liquid,NA,NA,NA,NA,NA,NA,No
Piaggio,mp3 300 hpe sport,2020,Scooter,NA,278,25.9,26,Single Cylinder,Four-Stroke,NA,75,63,NA,Single Overhead Cams (Sohc),Liquid,NA,NA,NA,NA,NA,NA,No
Piaggio,mp3 350,2020,Scooter,NA,330,30.2,29,Single Cylinder,Four-Stroke,NA,78,69,12,Single Overhead Cams (Sohc),Liquid,NA,NA,1545,790,NA,NA,No
Piaggio,mp3 500 hpe sport advanced,2020,Scooter,NA,493,42.9,47.5,Single Cylinder,Four-Stroke,NA,94,71,13.2,Single Overhead Cams (Sohc),Liquid,NA,NA,1540,790,NA,NA,No
Piaggio,mp3 buisness 500 hpe abs asr,2020,Scooter,NA,493,44.2,47.5,Single Cylinder,Four-Stroke,NA,94,71,12,Single Overhead Cams (Sohc),Liquid,NA,NA,1540,790,NA,NA,No
Suzuki,ax4,2020,Naked Bike,NA,149.5,11,11.5,Single Cylinder,Four-Stroke,5-Speed,57,58.6,12.5,NA,Air,Chain,NA,1310,765,2.75-18,90/90-18,No
Suzuki,axelo 125,2020,Scooter,NA,124,NA,NA,Single Cylinder,Four-Stroke,4-Speed,53.5,55.2,4.3,Single Overhead Cams (Sohc),Air,Chain,108,1220,NA,70/90-R17,80/90-R17,No
Suzuki,boulevard c50,2020,Custom / Cruiser,NA,805,53,69,V2,Four-Stroke,5-Speed,83,74.4,15.52,Single Overhead Cams (Sohc),Liquid,Shaft Drive,NA,1655,700,130/90-M16,170/80-M15,No
Suzuki,boulevard c50t,2020,Touring,NA,805,53,69,V2,Four-Stroke,5-Speed,83,74.4,15.52,Single Overhead Cams (Sohc),Liquid,Shaft Drive,NA,1655,700,130/90-M16,170/80-M15,No
Suzuki,boulevard m109r b o s s,2020,Custom / Cruiser,4,1783,125,160,V2,Four-Stroke,5-Speed,112,90.5,18.55,Double Overhead Cams/Twin Cam (Dohc),Liquid,Shaft Drive,NA,1710,705,130/70-R18,240/40-R18,No
Suzuki,burgman 125 street,2020,Scooter,3.2,124,8.7,10.2,Single Cylinder,Four-Stroke,Automatic,52.5,57.4,5.6,Single Overhead Cams (Sohc),Liquid,Belt,108,1265,780,90/90-12,90/100-10,No
Suzuki,burgman 200,2020,Scooter,3.4,200,NA,NA,Single Cylinder,Four-Stroke,Automatic,69,53.4,10.5,Single Overhead Cams (Sohc),Liquid,Belt,150,1465,735,110/90-13,130/70-12,No
Suzuki,burgman 400,2020,Scooter,3,399,NA,NA,Single Cylinder,Four-Stroke,Automatic,81,77.6,13.25,Double Overhead Cams/Twin Cam (Dohc),Liquid,Belt,215,1580,755,120/70-M15,150/70-M13,No
Suzuki,burgman 650 executive,2020,Scooter,3.2,638,56,62,Twin,Four-Stroke,Automatic,75.5,71.3,15,Double Overhead Cams/Twin Cam (Dohc),Liquid,Belt,NA,1585,760,120/70-R15,160/60-R14,No
Suzuki,dr 650 se,2020,Super Motard,3.4,644,NA,NA,Single Cylinder,Four-Stroke,5-Speed,100,82,13,Single Overhead Cams (Sohc),Air,Chain,NA,1490,885,90/90-S21,120/90-S17,No
Suzuki,dr-z125l,2020,Enduro / Offroad,NA,124,NA,NA,Single Cylinder,Four-Stroke,5-Speed,57,48.8,NA,Single Overhead Cams (Sohc),Air,Chain,NA,1270,805,70/100-19,90/100-16,No
Suzuki,dr-z400s,2020,Enduro / Offroad,3.3,398,NA,NA,Single Cylinder,Four-Stroke,5-Speed,90,62.6,10,Double Overhead Cams/Twin Cam (Dohc),Liquid,Chain,NA,1485,935,80/100-M21,120/90-M18,No
Suzuki,dr-z400sm,2020,Super Motard,NA,398,NA,NA,Single Cylinder,Four-Stroke,5-Speed,90,62.6,10,Double Overhead Cams/Twin Cam (Dohc),Liquid,Chain,NA,1460,890,120/70-17,140/70-17,No
Suzuki,dr-z50,2020,Enduro / Offroad,NA,49,NA,NA,Single Cylinder,Four-Stroke,3-Speed,39,41.8,3,Overhead Cams (Ohc),Air,Chain,NA,935,560,NA,NA,No
Suzuki,dr200s,2020,Enduro / Offroad,3.1,199,NA,NA,Single Cylinder,Four-Stroke,5-Speed,66,58.2,13,Single Overhead Cams (Sohc),Air,Chain,NA,1405,845,70/100-21,100/90-18,No
Suzuki,dr650s,2020,Super Motard,NA,644,NA,NA,Single Cylinder,Four-Stroke,5-Speed,100,82,13,Single Overhead Cams (Sohc),Oil & Air,Chain,NA,1490,845,90/90-21,120/90-17,No
Suzuki,gd110,2020,Allround,NA,112.8,8.1,8.5,Single Cylinder,Four-Stroke,4-Speed,51,55.2,9,Single Overhead Cams (Sohc),Air,Chain,NA,1215,766,2.5-17,2.75-17,No
Suzuki,gixxer sf 250,2020,Sport,NA,249,26.5,22.6,Single Cylinder,Four-Stroke,6-Speed,76,54.9,12,Single Overhead Cams (Sohc),Air,Chain,NA,1345,800,100/80-17,140/60-17,No
Suzuki,gsx-r1000,2020,Sport,NA,999.8,198,117,In-Line Four,Four-Stroke,6-Speed,76,55.1,16,Double Overhead Cams/Twin Cam (Dohc),Liquid,Chain,NA,1460,825,120/70-R17,190/55-R17,No
Suzuki,gsx-r1000r,2020,Sport,NA,999,185,117,In-Line Four,Four-Stroke,6-Speed,76,55,16,Double Overhead Cams/Twin Cam (Dohc),Liquid,Chain,NA,1485,825,120/70-ZR17,190/50-ZR17,No
Suzuki,gsx-r150,2020,Sport,NA,147.3,18.9,14,Single Cylinder,Four-Stroke,6-Speed,62,48.8,11,Double Overhead Cams/Twin Cam (Dohc),Liquid,Chain,NA,1300,785,90/80-M17,130/70-M17,No
Suzuki,gsx-r600,2020,Sport,NA,599,NA,NA,In-Line Four,Four-Stroke,6-Speed,67,42.5,17,Double Overhead Cams/Twin Cam (Dohc),Liquid,Chain,NA,1385,810,120/70-ZR17,180/55-ZR17,No
Suzuki,gsx-r750,2020,Sport,NA,750,150,86.2,In-Line Four,Four-Stroke,6-Speed,70,48.7,17,Double Overhead Cams/Twin Cam (Dohc),Liquid,Chain,NA,1390,810,120/70-ZR17,180/55-ZR17,No
Suzuki,gsx-s1000,2020,Sport,3.7,999,NA,NA,In-Line Four,Four-Stroke,6-Speed,73.4,59,17,Double Overhead Cams/Twin Cam (Dohc),Liquid,Chain,209,1460,815,120/70-ZR17,190/50-ZR17,No
Suzuki,gsx-s1000f,2020,Sport,3.7,999,147,146,In-Line Four,Four-Stroke,6-Speed,73.4,59,17,Double Overhead Cams/Twin Cam (Dohc),Liquid,Chain,NA,1460,810,120/70-ZR17,190/50-ZR17,No
Suzuki,gsx-s150,2020,Sport,NA,147.3,18.9,14,Single Cylinder,Four-Stroke,6-Speed,62,48.8,11,Double Overhead Cams/Twin Cam (Dohc),Liquid,Chain,NA,1300,785,90/80-M17,130/70-M17,No
Suzuki,gsx-s750,2020,Sport,3.7,749,112,81,In-Line Four,Four-Stroke,6-Speed,72,46,16,Double Overhead Cams/Twin Cam (Dohc),Liquid,Chain,NA,1455,820,120/70-ZR17,180/55-ZR17,No
Suzuki,gsx-s750 abs,2020,Sport,3.6,749,106,80,In-Line Four,Four-Stroke,6-Speed,72,46,16,Double Overhead Cams/Twin Cam (Dohc),Liquid,Chain,NA,1455,820,120/70-ZR17,180/55-ZR17,No
Suzuki,gsx-s750z,2020,Naked Bike,NA,749,106,80,In-Line Four,Four-Stroke,6-Speed,72,46,16,Double Overhead Cams/Twin Cam (Dohc),Liquid,Chain,NA,1455,820,120/70-17,180/55-17,No
Suzuki,gsx250r,2020,Sport,NA,248,24,22,Twin,Four-Stroke,6-Speed,53.5,55.2,15,Single Overhead Cams (Sohc),Liquid,Chain,NA,1430,790,110/80-17,140/55-17,No
Suzuki,gsx250r abs,2020,Sport,NA,248,25,22,Twin,Four-Stroke,6-Speed,53.5,55.2,15,Single Overhead Cams (Sohc),Liquid,Chain,NA,1430,790,110/80-17,140/55-17,No
Suzuki,hayabusa,2020,Sport,NA,1340,197,155,In-Line Four,Four-Stroke,6-Speed,81,65,21,Double Overhead Cams/Twin Cam (Dohc),Liquid,Chain,NA,1480,805,120/70-ZR17,190/50-ZR17,Yes
Suzuki,intruder 150,2020,Custom / Cruiser,NA,154.9,14.8,14,Single Cylinder,Four-Stroke,5-Speed,56,62.9,11,Single Overhead Cams (Sohc),Air,NA,NA,1405,740,100/80-17,140/60-17,No
Suzuki,katana,2020,Sport,3.3,999,147,108,In-Line Four,Four-Stroke,6-Speed,73,59,12,Double Overhead Cams/Twin Cam (Dohc),Liquid,Chain,NA,1460,825,120/70-ZR17,190/50-ZR17,No
Suzuki,kingquad 400asi,2020,Atv,NA,376,NA,NA,Single Cylinder,Four-Stroke,Automatic,82,71.2,16,Overhead Cams (Ohc),Air,Shaft Drive,NA,1270,840,25/8-12,25/10-12,No
Suzuki,kingquad 500axi,2020,Atv,NA,493,NA,NA,Single Cylinder,Four-Stroke,Automatic,87.5,82,17.5,Overhead Cams (Ohc),Liquid,Shaft Drive,NA,1285,920,25/8-12,25/10-12,No
Suzuki,kingquad 750axi,2020,Atv,NA,722,NA,NA,Single Cylinder,Four-Stroke,Automatic,104,85,17.5,Double Overhead Cams/Twin Cam (Dohc),Liquid,Belt,NA,1280,820,25/8-12,25/10-12,No
Suzuki,rm-z250,2020,Cross / Motocross,NA,249,NA,NA,Single Cylinder,Four-Stroke,5-Speed,77,53.6,6.3,Double Overhead Cams/Twin Cam (Dohc),Liquid,Chain,NA,1475,955,80/100-21,100/90-19,No
Suzuki,rm-z450,2020,Cross / Motocross,NA,449,NA,NA,Single Cylinder,Four-Stroke,5-Speed,96,62.1,6.3,Double Overhead Cams/Twin Cam (Dohc),Liquid,Chain,NA,1480,960,80/100-21,110/90-19,No
Suzuki,rm85,2020,Cross / Motocross,NA,84.7,NA,NA,Single Cylinder,Two-Stroke,6-Speed,48,46.8,5,NA,Liquid,Chain,NA,1240,850,70/100-17,90/100-14,No
Suzuki,rmx450z,2020,Enduro / Offroad,NA,449,NA,NA,Single Cylinder,Four-Stroke,5-Speed,96,62.1,6.2,Double Overhead Cams/Twin Cam (Dohc),Liquid,Chain,NA,1485,950,80/100-21,110/90-18,No
Suzuki,shooter 115fi,2020,Scooter,NA,113,9.3,9.1,Single Cylinder,Four-Stroke,4-Speed,51,55.4,3.7,Single Overhead Cams (Sohc),Air,Chain,NA,1220,755,70/90-17,80/90-17,No
Suzuki,skydrive 125 fi,2020,Scooter,NA,124.1,9.3,9.5,Single Cylinder,Four-Stroke,Automatic,53.5,55.2,4,Single Overhead Cams (Sohc),Air,Belt,NA,1260,760,70/90-14,70/90-14,No
Suzuki,smash 115,2020,Allround,NA,112.8,8.6,9,Single Cylinder,Four-Stroke,4-Speed,51,55.2,4.3,Single Overhead Cams (Sohc),Air,Chain,NA,1240,NA,70/90-17,80/90-17,No
Suzuki,sv 650a,2020,Naked Bike,NA,645,75,64,V2,Four-Stroke,6-Speed,81,62.6,13.8,Double Overhead Cams/Twin Cam (Dohc),Liquid,Chain,NA,1445,785,120/70-ZR17,160/60-ZR17,No
Suzuki,sv650,2020,Naked Bike,NA,645,75,64,V2,Four-Stroke,6-Speed,81,62.6,14.5,Double Overhead Cams/Twin Cam (Dohc),Liquid,Chain,NA,1445,785,120/70-ZR17,160/60-ZR17,No
Suzuki,sv650 abs,2020,Sport,3.4,645,NA,NA,V2,Four-Stroke,6-Speed,81,62.6,14.5,Double Overhead Cams/Twin Cam (Dohc),Liquid,Chain,NA,1445,785,120/70-ZR17,160/60-ZR17,No
Suzuki,sv650x,2020,Naked Bike,NA,645,75,64,V2,Four-Stroke,6-Speed,81,62.6,14.5,Double Overhead Cams/Twin Cam (Dohc),Liquid,Chain,NA,1445,790,120/70-ZR17,160/60-ZR17,No
Suzuki,v-strom 1050,2020,Super Motard,3,1037,100,103,V2,Four-Stroke,6-Speed,100,66,20,Double Overhead Cams/Twin Cam (Dohc),Liquid,Chain,NA,1555,850,110/80-R19,150/70-R17,Yes
Suzuki,v-strom 1050xt,2020,Super Motard,3.7,1037,100,103,V2,Four-Stroke,6-Speed,100,66,20,Double Overhead Cams/Twin Cam (Dohc),Liquid,Chain,NA,1555,850,110/80-R19,150/70-R17,Yes
Suzuki,v-strom 1050xt adventure,2020,Super Motard,NA,1037,100,103,V2,Four-Stroke,6-Speed,100,66,20,Double Overhead Cams/Twin Cam (Dohc),Liquid,Chain,NA,1555,850,110/80-R19,150/70-R17,Yes
Suzuki,v-strom 250,2020,Super Motard,3.3,248,25,23.4,Twin,Four-Stroke,6-Speed,53.5,55.2,17.3,Single Overhead Cams (Sohc),Liquid,Chain,NA,1425,800,110/80-17,140/70-17,Yes
Suzuki,v-strom 650,2020,Super Motard,NA,645,69,69,V2,Four-Stroke,6-Speed,81,62.6,20.06,Double Overhead Cams/Twin Cam (Dohc),Liquid,Chain,213,1560,830,110/80-19,150/70-17,Yes
Suzuki,v-strom 650xt,2020,Super Motard,3.5,645,69,69,V2,Four-Stroke,6-Speed,81,62.6,20,Double Overhead Cams/Twin Cam (Dohc),Liquid,Chain,NA,1405,830,110/80-R19,150/70-R17,Yes
Suzuki,v-strom 650xt adventure,2020,Super Motard,3.6,645,69,69,V2,Four-Stroke,6-Speed,81,62.6,20,Double Overhead Cams/Twin Cam (Dohc),Liquid,Chain,NA,1405,830,110/80-R19,150/70-R17,Yes
Triumph,bobber tfc,2020,Classic,NA,1200,86,110,Twin,Four-Stroke,6-Speed,97.6,80,9,Single Overhead Cams (Sohc),Liquid,Chain,228,1510,690,100/90-19,150/80-R16,No
Triumph,bonneville bobber,2020,Allround,NA,1200,76,106,Twin,Four-Stroke,6-Speed,97.6,80,9,Single Overhead Cams (Sohc),Liquid,Chain,228,1510,690,100/90-19,150/80-R16,No
Triumph,bonneville bobber black,2020,Classic,NA,1200,77,106,Twin,Four-Stroke,6-Speed,97.6,80,9,Single Overhead Cams (Sohc),Liquid,Chain,237.5,1510,690,100/90-19,150/80-R16,No
Triumph,bonneville speedmaster,2020,Classic,3.5,1200,77,106,Twin,Four-Stroke,6-Speed,97.6,80,12,Single Overhead Cams (Sohc),Liquid,Chain,245.5,1510,705,130/90-B16,150/80-R16,No
Triumph,bonneville t100,2020,Allround,3.6,900,55,80,Twin,Four-Stroke,5-Speed,84.6,80,14.5,Double Overhead Cams/Twin Cam (Dohc),Air,Chain,213,1450,790,100/90-18,150/70-R17,Yes
Triumph,bonneville t100 black,2020,Classic,NA,900,55,80,Twin,Four-Stroke,5-Speed,84.6,80,14.5,Double Overhead Cams/Twin Cam (Dohc),Air,Chain,213,1450,790,100/90-18,150/70-R17,Yes
Triumph,bonneville t100 bud ekins,2020,Classic,NA,900,55,80,Twin,Four-Stroke,5-Speed,84.6,80,14.38,Single Overhead Cams (Sohc),Air,Chain,213,1450,790,100/90-18,150/70-R17,Yes
Triumph,bonneville t120,2020,Classic,3.4,1200,79.1,105,Twin,Four-Stroke,6-Speed,97.6,80,14.5,Single Overhead Cams (Sohc),Air,Chain,224,1450,790,100/90-18,150/70-R17,No
